[3<->24]		1.79 us		5677.096310 (MillionBytes/sec)
[25<->3]		1.80 us		5539.799107 (MillionBytes/sec)
[3<->26]		1.77 us		5604.748963 (MillionBytes/sec)
[27<->3]		1.78 us		5649.385371 (MillionBytes/sec)
[3<->28]		1.76 us		5527.267200 (MillionBytes/sec)
[29<->3]		1.78 us		5658.834935 (MillionBytes/sec)
[3<->30]		1.78 us		5496.184093 (MillionBytes/sec)
[31<->3]		1.78 us		5589.079313 (MillionBytes/sec)
[3<->32]		1.77 us		5481.114794 (MillionBytes/sec)
[33<->3]		1.79 us		5607.607435 (MillionBytes/sec)
[3<->34]		1.77 us		5435.726747 (MillionBytes/sec)
