# BEAST v1.10.5 Prerelease #23570d1
# Generated Thu Jun 16 17:07:33 PDT 2022 [seed=2020]
# -seed 2020 -beagle_double -beagle_gpu -save_every 1000000 -save_state Beast.chkpt -overwrite Sn_H1N1pdm_2009.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
20300	-20341.424077104853	-10.870927029178393	-20330.553150075673	0.23496573782987015	2009.16803426217	2.935232050631007	0.989405303671365	6.745860662984391	9.650265878458523	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.04560505764595245	0.006665711639347384	0.006665711639347385	-20330.553150075673	0.0	-8.916935136792116
20400	-20342.491021992373	-13.071504017582214	-20329.41951797479	0.23496573782987015	2009.16803426217	2.986122433889003	0.9836057159337139	6.745860662984391	9.650265878458523	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.24670542627765407	0.007054666116560842	0.00705466611656084	-20329.41951797479	0.0	-10.620577993147366
20500	-20343.13098230678	-15.545208847976703	-20327.585773458803	0.23903640278145613	2009.1639635972185	3.0675097103565876	0.9836057159337139	6.745860662984391	9.650265878458523	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.24670542627765407	0.007054666116560842	0.007054666116560837	-20327.585773458803	0.0	-13.107153844600205
20600	-20348.987577897984	-12.754998530260082	-20336.232579367723	0.24924141606184907	2009.1537585839383	3.021263300664895	1.0066818106198647	7.143430523034212	9.650265878458523	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.24670542627765407	0.007054666116560842	0.007054666116560842	-20336.232579367723	0.0	-10.39615783414334
20700	-20350.552492745377	-16.028290017767716	-20334.52420272761	0.24434347887696908	2009.158656521123	3.106928894416905	1.009379415229532	6.144481702202153	9.650265878458523	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.24670542627765407	0.00679912325912954	0.006799123259129545	-20334.52420272761	0.0	-13.687890707114839
20800	-20346.910660598296	-15.556978408748073	-20331.353682189547	0.24449621113672332	2009.1585037888633	3.1097702948179644	1.009379415229532	6.144481702202153	9.650265878458523	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.24670542627765407	0.00672563535853404	0.0067256353585340425	-20331.353682189547	0.0	-13.222679005550344
20900	-20349.152741266404	-11.577545484372349	-20337.575195782032	0.23905531769167346	2009.1639446823083	2.941527015223729	1.009379415229532	6.144481702202153	9.650265878458523	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.24670542627765407	0.006878710662147409	0.006878710662147411	-20337.575195782032	0.0	-9.204864920821322
21000	-20352.928824452803	-18.763029555148936	-20334.165794897654	0.24605798590052724	2009.1569420140995	3.140800389552676	1.009379415229532	7.179590261953571	15.803103371125776	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.24670542627765407	0.005805996163541997	0.005805996163541996	-20334.165794897654	0.0	-15.528536166644525
21100	-20359.026840736846	-19.124064694314985	-20339.90277604253	0.2422170199247385	2009.1607829800753	3.068797935949098	1.009379415229532	9.009957187873407	15.803103371125776	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.24670542627765407	0.00589806497739601	0.00589806497739601	-20339.90277604253	0.0	-15.851940713028528
21200	-20356.503458327014	-16.33664238029692	-20340.166815946715	0.2377617794676313	2009.1652382205325	3.0016311012485266	1.009379415229532	9.009957187873407	14.108145939686644	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.24670542627765407	0.005872792803574204	0.0058727928035741984	-20340.166815946715	0.0	-13.293216927803158
21300	-20349.271122593305	-14.411383376650065	-20334.859739216656	0.24091719602562167	2009.1620828039745	2.97176054446658	1.013601595137787	9.009957187873407	14.108145939686644	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.24670542627765407	0.005870122137318778	0.0058701221373187755	-20334.859739216656	0.0	-11.311236055746775
21400	-20358.210290551062	-15.576257207976681	-20342.634033343085	0.24251218766223892	2009.1604878123378	2.9975763966190545	1.0426693921602659	9.009957187873407	14.108145939686644	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.11206473607503495	0.005831982414810338	0.005831982414810336	-20342.634033343085	0.0	-11.931091024012348
21500	-20350.84842519072	-12.021965573903397	-20338.82645961682	0.23926296964595292	2009.163737030354	2.9170166882937067	1.014872741125763	9.009957187873407	14.108145939686644	0.3313270778866182	0.1950619592196311	0.24578629657438064	0.22782466631937012	0.11206473607503495	0.007063510992593264	0.007063510992593265	-20338.82645961682	0.0	-9.067013266079247
21600	-20353.662036602753	-15.364349108090344	-20338.29768749466	0.2416745344836521	2009.1613254655163	3.0506662757917438	1.001324127211451	8.411515661938218	14.108145939686644	0.3291947080059018	0.1950619592196311	0.24578629657438064	0.22995703620008653	0.11206473607503495	0.006993027295265228	0.0069930272952652296	-20338.29768749466	0.0	-12.564144632741051
21700	-20349.236728920678	-14.081017239168396	-20335.15571168151	0.2416745344836521	2009.1613254655163	3.0271634561197454	1.001324127211451	7.438520026219615	14.108145939686644	0.3291947080059018	0.1950619592196311	0.24578629657438064	0.22995703620008653	0.11206473607503495	0.006084810274105966	0.006084810274105966	-20335.15571168151	0.0	-11.359148405103626
21800	-20346.031357111176	-14.312811850543552	-20331.71854526063	0.2416745344836521	2009.1613254655163	3.031931300297008	1.001324127211451	6.305298981304461	14.108145939686644	0.3291947080059018	0.1950619592196311	0.24578629657438064	0.22995703620008653	0.11206473607503495	0.006084810274105966	0.006084810274105964	-20331.71854526063	0.0	-11.603033106175463
21900	-20344.666151806694	-13.418984623172925	-20331.247167183523	0.23747519636909076	2009.165524803631	2.940677226970696	1.001324127211451	5.566923582609725	14.108145939686644	0.3291947080059018	0.1950619592196311	0.24578629657438064	0.22995703620008653	0.11206473607503495	0.007408878751736106	0.007408878751736105	-20331.247167183523	0.0	-10.599529503094598
22000	-20345.474145471722	-16.22945781122079	-20329.244687660503	0.2416386083260728	2009.1613613916738	3.0309644089287744	0.9651128295913877	5.677910867810692	14.108145939686644	0.3291947080059018	0.19016469760880958	0.24578629657438064	0.23485429781090805	0.12504576606217502	0.006327657439099216	0.006327657439099218	-20329.244687660503	0.0	-12.894151143614172
22100	-20350.62355042043	-17.348497428696902	-20333.275052991732	0.2416386083260728	2009.1613613916738	3.0813539663324687	0.9651128295913877	5.677910867810692	14.108145939686644	0.3291947080059018	0.19016469760880958	0.24578629657438064	0.23485429781090805	0.12504576606217502	0.0060724202873773435	0.006072420287377346	-20333.275052991732	0.0	-14.042488931271345
22200	-20351.014166791352	-21.70012882167727	-20329.314037969674	0.24570969709783996	2009.157290302902	3.209590709443422	0.9651128295913877	5.677910867810692	14.108145939686644	0.3291947080059018	0.19016469760880958	0.24578629657438064	0.23485429781090805	0.12504576606217502	0.005971808214099874	0.005971808214099872	-20329.314037969674	0.0	-18.422405447589885
22300	-20346.33876124783	-15.00300251813427	-20331.335758729696	0.24161040366886943	2009.1613895963312	3.0185479352903095	0.9651128295913877	7.029678683484507	10.71707701875228	0.3291947080059018	0.19945777284789296	0.24578629657438064	0.22556122257182468	0.12504576606217502	0.0065764301316310015	0.006576430131631004	-20331.335758729696	0.0	-12.172639076011869
22400	-20346.802591777338	-14.63876863044607	-20332.16382314689	0.24570495501090403	2009.157295044989	3.0486543236154917	1.0035321632610026	6.798567030548889	10.71707701875228	0.3291947080059018	0.19945777284789296	0.24578629657438064	0.22556122257182468	0.12504576606217502	0.0065764301316310015	0.0065764301316310015	-20332.16382314689	0.0	-12.393313078827276
22500	-20352.06058125676	-16.205549249082466	-20335.855032007676	0.24569266210970497	2009.1573073378904	3.086219634846279	1.0035321632610026	6.798567030548889	10.71707701875228	0.3291947080059018	0.19945777284789296	0.24578629657438064	0.22556122257182468	0.12504576606217502	0.00657500501183056	0.006575005011830559	-20335.855032007676	0.0	-13.966082729800307
22600	-20350.90811029369	-19.32736344978011	-20331.58074684391	0.24652710785600807	2009.156472892144	3.1477010350454293	0.9794491370256169	6.798567030548889	10.71707701875228	0.33148178607596357	0.19945777284789296	0.24578629657438064	0.22327414450176286	0.059411268569243954	0.00657500501183056	0.0065750050118305575	-20331.58074684391	0.0	-17.04503129079021
22700	-20348.920820660245	-18.636108474306894	-20330.284712185938	0.24885076875943976	2009.1541492312406	3.107876735127537	0.9794491370256169	6.798567030548889	10.71707701875228	0.3364226380037794	0.19945777284789296	0.2408454446465648	0.22327414450176286	0.10505382004515061	0.006612186667175454	0.006612186667175452	-20330.284712185938	0.0	-16.25345167341141
22800	-20348.08697087611	-17.1075034477225	-20330.979467428388	0.24885076875943976	2009.1541492312406	3.072894583757112	0.9794491370256169	5.721016727789289	10.71707701875228	0.3364226380037794	0.19945777284789296	0.2408454446465648	0.22327414450176286	0.041247168524548114	0.006894115455567273	0.0068941154555672715	-20330.979467428388	0.0	-14.83606362559594
22900	-20344.49516796153	-15.220896747027894	-20329.2742712145	0.23041049716840292	2009.1725895028317	2.973028044698645	1.0268441526382412	5.721016727789289	10.71707701875228	0.3364226380037794	0.19945777284789296	0.2408454446465648	0.22327414450176286	0.041247168524548114	0.006984232176439205	0.006984232176439203	-20329.2742712145	0.0	-12.739733576392902
23000	-20340.803861724653	-14.654911629590938	-20326.148950095063	0.23041049716840292	2009.1725895028317	2.9564998170017427	0.9815899930926787	5.721016727789289	10.71707701875228	0.3364226380037794	0.19308592681449585	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.006655700644745031	0.006655700644745031	-20326.148950095063	0.0	-12.423620264735856
23100	-20339.99672615855	-15.7702043488357	-20324.226521809716	0.21788586272230265	2009.1851141372777	2.999232438964456	0.9815899930926787	7.076591702304297	10.71707701875228	0.3364226380037794	0.19308592681449585	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.006655700644745031	0.0066557006447450304	-20324.226521809716	0.0	-13.532247982631738
23200	-20345.893869442632	-14.65114856633841	-20331.242720876293	0.2183948860138597	2009.1846051139862	2.9581506926693777	1.0490682455253308	7.597134609750077	10.71707701875228	0.33041814028361954	0.19909042453465572	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.006655700644745031	0.006655700644745029	-20331.242720876293	0.0	-11.340592872899185
23300	-20342.559083555272	-12.102474152111979	-20330.45660940316	0.2183948860138597	2009.1846051139862	2.8741673162798773	1.0490682455253308	7.910066795810222	10.71707701875228	0.33041814028361954	0.19909042453465572	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.006655700644745031	0.0066557006447450304	-20330.45660940316	0.0	-8.774947453064716
23400	-20344.08985500336	-14.71473440148153	-20329.37512060188	0.2183948860138597	2009.1846051139862	2.9661385913471072	1.0024982965848461	7.910066795810222	10.71707701875228	0.33041814028361954	0.19909042453465572	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.006655700644745031	0.00665570064474503	-20329.37512060188	0.0	-12.610496730462085
23500	-20345.797494582734	-11.249897055975563	-20334.54759752676	0.2183948860138597	2009.1846051139862	2.895145174793862	1.0024982965848461	7.910066795810222	10.71707701875228	0.33041814028361954	0.19909042453465572	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.006590420983081066	0.006590420983081063	-20334.54759752676	0.0	-9.139136282917335
23600	-20345.344836238495	-12.80815671049846	-20332.536679527995	0.21937712801610237	2009.183622871984	2.9210746202712228	1.034610233952631	7.910066795810222	10.71707701875228	0.33041814028361954	0.19909042453465572	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.0065609129465752335	0.006560912946575236	-20332.536679527995	0.0	-10.090135387594332
23700	-20342.72326339675	-9.041589631372002	-20333.68167376538	0.2081796859125341	2009.1948203140876	2.7818451517902765	0.9681845104944962	8.10499790069071	10.71707701875228	0.33041814028361954	0.19909042453465572	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.006955157764421557	0.006955157764421555	-20333.68167376538	0.0	-6.402551035109434
23800	-20339.560222946016	-8.613099883948378	-20330.94712306207	0.2081796859125341	2009.1948203140876	2.7291447947411847	1.0108673552134515	9.92957550491149	10.71707701875228	0.33213266164575345	0.19737590317252182	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.0074400482938290395	0.007440048293829039	-20330.94712306207	0.0	-6.326942399393438
23900	-20336.252295150636	-7.095190788635406	-20329.157104362002	0.2081796859125341	2009.1948203140876	2.7031269277688015	1.007340540937564	9.92957550491149	10.71707701875228	0.33213266164575345	0.19737590317252182	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.0074400482938290395	0.007440048293829042	-20329.157104362002	0.0	-4.839747045540845
24000	-20335.76968077878	-12.3572292074954	-20323.412451571283	0.2081796859125341	2009.1948203140876	2.7587726337993335	1.007340540937564	10.081992464516965	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2408454446465648	0.22964599053515997	0.041247168524548114	0.006945483210307382	0.006945483210307381	-20323.412451571283	0.0	-9.392284765089975
24100	-20329.7307896946	-3.04384466371182	-20326.686945030888	0.2034841137074966	2009.1995158862926	2.5688879716193074	1.007340540937564	8.905343401994227	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2408454446465648	0.22964599053515997	0.07614309933234396	0.0071107623996397255	0.007110762399639726	-20326.686945030888	0.0	0.02564623781727393
24200	-20332.275786488633	-2.3158723520631006	-20329.95991413657	0.20457469467775619	2009.1984253053222	2.54723993185517	1.0053267226362665	8.905343401994227	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2408454446465648	0.22964599053515997	0.07614309933234396	0.0071107623996397255	0.007110762399639721	-20329.95991413657	0.0	0.7430209888545929
24300	-20330.96273116895	-1.8197323518865298	-20329.142998817064	0.20457469467775619	2009.1984253053222	2.5300342105657645	1.0053267226362665	8.905343401994227	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2408454446465648	0.22964599053515997	0.07614309933234396	0.007566151093530427	0.007566151093530424	-20329.142998817064	0.0	1.2746170909635737
24400	-20334.8215833472	-6.939187360448434	-20327.88239598675	0.20859192968813128	2009.194408070312	2.633380214313547	0.9752060718233225	10.751189248829848	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2408454446465648	0.22964599053515997	0.07614309933234396	0.007453618410551198	0.007453618410551193	-20327.88239598675	0.0	-3.585413481829192
24500	-20332.33716478602	-5.5803486415523675	-20326.756816144465	0.20714921122797506	2009.195850788772	2.594086007104699	0.9752060718233225	10.751189248829848	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2408454446465648	0.22964599053515997	0.07614309933234396	0.008216764745732642	0.008216764745732635	-20326.756816144465	0.0	-2.168632493123404
24600	-20335.257219751828	-3.293243662205636	-20331.96397608962	0.206300043626457	2009.1966999563735	2.5266110781649704	1.0441809498915793	10.751189248829848	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2408454446465648	0.22964599053515997	0.07614309933234396	0.008304130594622632	0.008304130594622632	-20331.96397608962	0.0	0.8405493660467358
24700	-20334.731189129405	-2.3457970399945665	-20332.38539208941	0.21115803489239782	2009.1918419651076	2.4876150204657543	1.0512424045547577	10.751189248829848	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2406626692626608	0.22982876591906395	0.07614309933234396	0.007659293740051466	0.007659293740051463	-20332.38539208941	0.0	2.081714199472873
24800	-20333.586432333148	-1.0342932837934846	-20332.552139049356	0.2095568908637716	2009.1934431091363	2.490128137948809	1.0044662680305454	9.740026982293116	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2406626692626608	0.22982876591906395	0.0745977644905038	0.007659293740051466	0.00765929374005146	-20332.552139049356	0.0	2.074260403166054
24900	-20333.784603469787	-5.354597322759082	-20328.430006147028	0.21052161085498705	2009.192478389145	2.6058717369625373	1.0044662680305454	9.740026982293116	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2406626692626608	0.22982876591906395	0.0745977644905038	0.007624194855145493	0.007624194855145497	-20328.430006147028	0.0	-2.2702616564044718
25000	-20335.02630286685	-6.66704258654813	-20328.3592602803	0.20735525683543612	2009.1956447431646	2.619771170492298	1.0044662680305454	9.740026982293116	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2362017823708331	0.23428965281089165	0.0745977644905038	0.00768637393595916	0.007686373935959154	-20328.3592602803	0.0	-3.581036701710283
25100	-20335.232408470078	-7.939312768943267	-20327.293095701134	0.20735525683543612	2009.1956447431646	2.656969648469204	1.0044662680305454	9.303455285914778	15.624691574035076	0.33213266164575345	0.19737590317252182	0.2362017823708331	0.23428965281089165	0.0745977644905038	0.00768637393595916	0.007686373935959166	-20327.293095701134	0.0	-4.864436314171241
25200	-20338.15004971104	-10.698453482548224	-20327.45159622849	0.20735525683543612	2009.1956447431646	2.698756931855981	1.052403783851975	8.63372103765752	18.8331561451114	0.33213266164575345	0.19737590317252182	0.2362017823708331	0.23428965281089165	0.0745977644905038	0.00768637393595916	0.007686373935959151	-20327.45159622849	0.0	-5.867191170696857
25300	-20335.4861152124	-7.52979531416881	-20327.956319898232	0.19538679369902287	2009.207613206301	2.623694532655962	1.052403783851975	8.63372103765752	8.912205369005909	0.3299580431441055	0.19737590317252182	0.2362017823708331	0.23646427131253964	0.0745977644905038	0.00768637393595916	0.007686373935959157	-20327.956319898232	0.0	-4.180931369109336
25400	-20338.518392943446	-10.122069026983926	-20328.396323916462	0.20991350843366233	2009.1930864915664	2.721611640390197	1.070589101256571	7.660182368310441	8.912205369005909	0.3299580431441055	0.19737590317252182	0.2362017823708331	0.23646427131253964	0.0745977644905038	0.00768637393595916	0.007686373935959158	-20328.396323916462	0.0	-5.730251891698035
25500	-20339.389889102666	-6.757044423442381	-20332.632844679225	0.20288030553990163	2009.2001196944602	2.6592296602078447	1.008430082244846	8.641306057619467	8.912205369005909	0.3299580431441055	0.19737590317252182	0.2362017823708331	0.23646427131253964	0.1240329661575759	0.007672217934823453	0.00767221793482345	-20332.632844679225	0.0	-4.6509125889171505
25600	-20339.34693497785	-4.096196571247553	-20335.2507384066	0.19964452353446	2009.2033554764655	2.5141387338096877	1.008430082244846	7.065458356332943	10.52743553790202	0.3299580431441055	0.19737590317252182	0.2375507493129337	0.23511530437043904	0.12386910080723039	0.0077965670744633555	0.007796567074463357	-20335.2507384066	0.0	-1.6688390741536359
25700	-20338.40761725579	-3.4182298747209536	-20334.98938738107	0.19964452353446	2009.2033554764655	2.533774931856847	1.008430082244846	9.922335437101815	10.52743553790202	0.3299580431441055	0.19737590317252182	0.2375507493129337	0.23511530437043904	0.12386910080723039	0.008253193188417517	0.008253193188417515	-20334.98938738107	0.0	-0.9364251766121763
25800	-20342.42632650652	-12.402703196521683	-20330.023623309997	0.20880916648139172	2009.1941908335186	2.8268559954328327	1.008430082244846	8.49166074171731	10.52743553790202	0.3299580431441055	0.19650258832002024	0.2375507493129337	0.23598861922294062	0.12386910080723039	0.006468782583470842	0.0064687825834708395	-20330.023623309997	0.0	-10.11436422797631
25900	-20341.214351887713	-8.582840121927283	-20332.631511765787	0.22775634278887055	2009.1752436572112	2.798038885200094	0.988649865172145	8.49166074171731	10.292713047872983	0.3299580431441055	0.19650258832002024	0.2375507493129337	0.23598861922294062	0.12386910080723039	0.006544840368194541	0.006544840368194541	-20332.631511765787	0.0	-6.3156725166839625
26000	-20344.905479457895	-13.73685664870824	-20331.168622809186	0.22432628806433053	2009.1786737119357	2.898941288389083	1.0483849314808982	7.354708690192849	10.292713047872983	0.3299580431441055	0.19650258832002024	0.2375507493129337	0.23598861922294062	0.12386910080723039	0.006294480297011794	0.006294480297011791	-20331.168622809186	0.0	-10.390465831764004
26100	-20345.631821892064	-14.242882376529753	-20331.388939515535	0.22562534606315848	2009.1773746539368	2.9298924999738705	0.9744502366061795	7.354708690192849	10.292713047872983	0.32892688724383434	0.19650258832002024	0.2375507493129337	0.23701977512321176	0.12386910080723039	0.006294480297011794	0.006294480297011797	-20331.388939515535	0.0	-11.776787930797845
26200	-20344.40743412419	-15.118214229370249	-20329.28921989482	0.22169673251249983	2009.1813032674875	2.967895735852466	1.0094200219170144	7.354708690192849	10.292713047872983	0.32892688724383434	0.19821807973074537	0.2375507493129337	0.23530428371248663	0.12386910080723039	0.005874197985950077	0.0058741979859500745	-20329.28921989482	0.0	-12.946837469626965
26300	-20350.14143805652	-16.78971682587352	-20333.351721230643	0.22793712587678028	2009.1750628741233	3.04095499920553	1.003078678607777	7.354708690192849	10.292713047872983	0.32892688724383434	0.19821807973074537	0.2375507493129337	0.23530428371248663	0.12386910080723039	0.005874197985950077	0.005874197985950076	-20333.351721230643	0.0	-14.675734389718482
26400	-20349.467958747744	-12.848885904972477	-20336.619072842772	0.22333106802454875	2009.1796689319756	2.925203896117777	0.9960316744704231	7.354708690192849	10.292713047872983	0.32892688724383434	0.19821807973074537	0.2375507493129337	0.23530428371248663	0.12386910080723039	0.005995349494327648	0.005995349494327651	-20336.619072842772	0.0	-10.709502934828391
26500	-20342.253431195793	-12.848012385433172	-20329.405418810362	0.21848491922876737	2009.1845150807712	2.8908165981037452	1.0489675466216966	7.130389673618515	10.292713047872983	0.3361250147255228	0.19101995224905688	0.2375507493129337	0.23530428371248663	0.12386910080723039	0.0061717447975891135	0.006171744797589114	-20329.405418810362	0.0	-9.485114465433817
26600	-20352.729710165357	-12.924927305650968	-20339.804782859705	0.21848491922876737	2009.1845150807712	2.8288067276050977	1.0534443192556886	11.197385901243115	10.292713047872983	0.3361250147255228	0.19101995224905688	0.23965585555685384	0.2331991774685665	0.12386910080723039	0.007582594176492433	0.007582594176492435	-20339.804782859705	0.0	-9.18164911706687
26700	-20347.11222750086	-14.779102923000824	-20332.33312457786	0.21848491922876737	2009.1845150807712	2.8240726263269273	0.99933198171218	11.197385901243115	10.292713047872983	0.3361250147255228	0.19101995224905688	0.23965585555685384	0.2331991774685665	0.12386910080723039	0.00626654298508739	0.006266542985087392	-20332.33312457786	0.0	-12.565784667272
26800	-20340.077564013198	-9.044797509465964	-20331.032766503733	0.21659102675350772	2009.1864089732464	2.824822593222023	1.0103064416519736	8.126755111665355	10.292713047872983	0.3361250147255228	0.19101995224905688	0.23965585555685384	0.2331991774685665	0.12386910080723039	0.006548687754189062	0.0065486877541890655	-20331.032766503733	0.0	-6.776048743750611
26900	-20342.821561279343	-11.358997937515717	-20331.462563341825	0.21659102675350772	2009.1864089732464	2.8381793624626943	1.0103064416519736	5.894570635029389	10.292713047872983	0.3361250147255228	0.19101995224905688	0.23965585555685384	0.2331991774685665	0.12386910080723039	0.006305718324868889	0.00630571832486889	-20331.462563341825	0.0	-9.134435641902561
27000	-20342.29994943952	-10.942004424784152	-20331.357945014734	0.21139396747724026	2009.1916060325227	2.7742073004034364	1.0103064416519736	5.894570635029389	10.292713047872983	0.3361250147255228	0.19101995224905688	0.23965585555685384	0.2331991774685665	0.12386910080723039	0.007313238688154159	0.0073132386881541635	-20331.357945014734	0.0	-8.629536918388688
27100	-20340.594491450756	-10.014000672154296	-20330.5804907786	0.21139396747724026	2009.1916060325227	2.746516057128443	0.9718038112847136	9.627637665173161	10.292713047872983	0.3361250147255228	0.19101995224905688	0.23965585555685384	0.2331991774685665	0.06727486195526604	0.007313238688154159	0.007313238688154162	-20330.5804907786	0.0	-7.459035419436525
27200	-20344.384333804188	-10.263226950057165	-20334.12110685413	0.21205138104915622	2009.1909486189509	2.7481627755637628	0.9682272337302363	9.695955094335538	10.292713047872983	0.332150722775542	0.1949942441990377	0.23965585555685384	0.2331991774685665	0.06727486195526604	0.007007803617976995	0.007007803617976993	-20334.12110685413	0.0	-7.6231626701190525
27300	-20343.351386927723	-6.87983707957311	-20336.47154984815	0.21205138104915622	2009.1909486189509	2.670338908003713	0.9682272337302363	9.695955094335538	10.292713047872983	0.332150722775542	0.19551961043599342	0.2391304893198981	0.2331991774685665	0.0681518632166539	0.007007803617976995	0.0070078036179769924	-20336.47154984815	0.0	-4.224200566190001
27400	-20342.434593937687	-6.858701074825117	-20335.575892862864	0.21205138104915622	2009.1909486189509	2.689007698643948	0.9682272337302363	8.027789392574455	10.292713047872983	0.332150722775542	0.19551961043599342	0.2391304893198981	0.2331991774685665	0.0681518632166539	0.0073040942102178845	0.007304094210217886	-20335.575892862864	0.0	-4.201596730129525
27500	-20340.9221067143	-5.421568727220944	-20335.500537987078	0.20756855717441952	2009.1954314428256	2.646066460886582	0.9682272337302363	8.027789392574455	10.012377494298283	0.332150722775542	0.19551961043599342	0.2391304893198981	0.2331991774685665	0.0681518632166539	0.006853733691512195	0.0068537336915121955	-20335.500537987078	0.0	-2.8406420063704605
27600	-20346.531507553962	-7.213640074314397	-20339.317867479647	0.2168026236670339	2009.186197376333	2.7131831690333024	1.0323976498903698	7.866414689556855	10.383819706016922	0.332150722775542	0.19551961043599342	0.2391304893198981	0.2331991774685665	0.01340619336312632	0.007468104540504518	0.0074681045405045115	-20339.317867479647	0.0	-4.581842050573361
27700	-20349.201258399473	-7.53050738893347	-20341.67075101054	0.2168026236670339	2009.186197376333	2.705068195338651	0.960898984840754	8.367460489250105	10.383819706016922	0.332150722775542	0.19551961043599342	0.2391304893198981	0.2331991774685665	0.01340619336312632	0.007389959807047331	0.00738995980704733	-20341.67075101054	0.0	-4.698264931200956
27800	-20355.875750134062	-9.528293572893839	-20346.34745656117	0.21457151439494135	2009.188428485605	2.747902547971714	0.960898984840754	8.904939890757895	10.383819706016922	0.332150722775542	0.19551961043599342	0.2391304893198981	0.2331991774685665	0.01340619336312632	0.007389959807047331	0.007389959807047333	-20346.34745656117	0.0	-6.698215171008003
27900	-20361.706776718016	-9.869023213742512	-20351.837753504275	0.21457151439494135	2009.188428485605	2.7480016015058246	0.960898984840754	8.904939890757895	9.546354889510736	0.332150722775542	0.19055739036748354	0.2391304893198981	0.23816139753707638	0.01267048923121459	0.007389959807047331	0.007389959807047326	-20351.837753504275	0.0	-7.194388646037544
28000	-20360.790888831787	-10.036871202840796	-20350.754017628948	0.2209696205858037	2009.1820303794143	2.7462879063122885	0.960898984840754	8.904939890757895	10.330691127214655	0.332150722775542	0.19055739036748354	0.2391304893198981	0.23816139753707638	0.01267048923121459	0.007217007554639539	0.007217007554639535	-20350.754017628948	0.0	-7.229819346780019
28100	-20362.36687108805	-9.463264116773702	-20352.903606971275	0.22751641323826358	2009.1754835867619	2.767074502371714	1.045337485245928	9.371070293511002	10.330691127214655	0.332150722775542	0.19055739036748354	0.2391304893198981	0.23816139753707638	0.010081235066376596	0.007217007554639539	0.007217007554639541	-20352.903606971275	0.0	-6.363399339998491
28200	-20356.93284863334	-6.143278553995419	-20350.789570079345	0.22310992427561627	2009.1798900757244	2.6609451943229123	1.045337485245928	9.371070293511002	10.330691127214655	0.332150722775542	0.19055739036748354	0.2391304893198981	0.23816139753707638	0.011211891979247515	0.007359545652109268	0.007359545652109272	-20350.789570079345	0.0	-3.0122055994521912
28300	-20352.399077332666	-9.010765940695665	-20343.38831139197	0.22087361778371392	2009.1821263822162	2.7462043849109845	1.045337485245928	9.371070293511002	10.330691127214655	0.332150722775542	0.19055739036748354	0.2391304893198981	0.23816139753707638	0.011211891979247515	0.007359545652109268	0.007359545652109273	-20343.38831139197	0.0	-5.894834686614759
28400	-20345.50264807174	-6.763985917808562	-20338.73866215393	0.24322982517217534	2009.1597701748278	2.7738247899492494	1.0153966329761464	9.371070293511002	10.330691127214655	0.3382322472267334	0.19055739036748354	0.2391304893198981	0.23207987308588493	0.011211891979247515	0.007334034534655579	0.00733403453465558	-20338.73866215393	0.0	-4.5640967236137335
